timestamp,open,high,low,close,adj close,volumn
2021-11-04 17:00:00+00:00,1.1547343730926514,1.1555349826812744,1.1547343730926514,1.1551345586776733,1.1551345586776733,0
2021-11-04 17:30:00+00:00,1.155001163482666,1.1555349826812744,1.155001163482666,1.155001163482666,1.155001163482666,0
2021-11-04 18:00:00+00:00,1.1551345586776733,1.1558021306991577,1.1551345586776733,1.1558021306991577,1.1558021306991577,0
2021-11-04 18:30:00+00:00,1.1558021306991577,1.1560693979263306,1.1556684970855713,1.1556684970855713,1.1556684970855713,0
2021-11-04 19:00:00+00:00,1.1555349826812744,1.1559356451034546,1.1555349826812744,1.1558021306991577,1.1558021306991577,0
2021-11-04 19:30:00+00:00,1.1558021306991577,1.156203031539917,1.1558021306991577,1.1560693979263306,1.1560693979263306,0
2021-11-04 20:00:00+00:00,1.1560693979263306,1.1560693979263306,1.1558021306991577,1.1559356451034546,1.1559356451034546,0
2021-11-04 20:30:00+00:00,1.1559356451034546,1.1559356451034546,1.1555349826812744,1.1559356451034546,1.1559356451034546,0
2021-11-04 21:00:00+00:00,1.1558021306991577,1.1564704179763794,1.1552680730819702,1.1558021306991577,1.1558021306991577,0
2021-11-04 21:30:00+00:00,1.1558021306991577,1.1560693979263306,1.1555349826812744,1.1558021306991577,1.1558021306991577,0
2021-11-04 22:00:00+00:00,1.1558021306991577,1.156203031539917,1.1556684970855713,1.156203031539917,1.156203031539917,0
2021-11-04 22:30:00+00:00,1.156203031539917,1.156203031539917,1.1556684970855713,1.1556684970855713,1.1556684970855713,0
2021-11-04 23:00:00+00:00,1.1558021306991577,1.1558021306991577,1.1552680730819702,1.155401587486267,1.155401587486267,0
2021-11-04 23:30:00+00:00,1.155401587486267,1.1560693979263306,1.155401587486267,1.1558021306991577,1.1558021306991577,0
2021-11-05 00:00:00+00:00,1.1559356451034546,1.1559356451034546,1.155401587486267,1.155401587486267,1.155401587486267,0
2021-11-05 00:30:00+00:00,1.155401587486267,1.1555349826812744,1.1551345586776733,1.1555349826812744,1.1555349826812744,0
2021-11-05 01:00:00+00:00,1.1560693979263306,1.1560693979263306,1.1548677682876587,1.155401587486267,1.155401587486267,0
2021-11-05 01:30:00+00:00,1.1552680730819702,1.1558021306991577,1.1552680730819702,1.155401587486267,1.155401587486267,0
2021-11-05 02:00:00+00:00,1.155401587486267,1.1555349826812744,1.155001163482666,1.1551345586776733,1.1551345586776733,0
2021-11-05 02:30:00+00:00,1.155001163482666,1.1552680730819702,1.1546010971069336,1.1546010971069336,1.1546010971069336,0
2021-11-05 03:00:00+00:00,1.1546010971069336,1.1551345586776733,1.1544678211212158,1.1548677682876587,1.1548677682876587,0
2021-11-05 03:30:00+00:00,1.1547343730926514,1.1555349826812744,1.1546010971069336,1.1551345586776733,1.1551345586776733,0
2021-11-05 04:00:00+00:00,1.1551345586776733,1.1558021306991577,1.1551345586776733,1.155401587486267,1.155401587486267,0
2021-11-05 04:30:00+00:00,1.1555349826812744,1.156203031539917,1.155401587486267,1.156203031539917,1.156203031539917,0
